sentence,label,idx,global_idx
"The approximately 20,000 dwt vessel has been ordered from India .",1,13097,1013097
The repurchases shall decrease the distributable capital and reserves .,0,9732,1009732
Roshan 's net sales in 2006 were $ 191 million and EBITDA was $ 66.5 million .,1,7408,1007408
"The first phase of the logistics complex envisages the completion of some 70,000 sq m of logistics premises and the gatehouse building in November 2008 .",1,5281,1005281
"At the end of last week , Protalix BioTherapeutics Inc ( AMEX : PLX ) published a prospectus for a first offering on AMEX of about 5 % of its share capital .",1,4154,1004154
"The cooperation will involve Arena Partners buying a 35 % share of the new joint venture company , operating in Alma Media 's home sales , vehicle and consumer advertising marketplace businesses .",1,3188,1003188
The appointments will be in force until the new CEO has been appointed .,1,5268,1005268
"SSH Communications Security Corporation is headquartered in Helsinki , Finland .",1,3946,1003946
The agreement strengthens our long-term partnership with Nokia Siemens Networks .,2,5759,1005759
The divested stake represented about 2.7 m shares in Okmetic 's capital .,1,8487,1008487
- Provides summary of the medical equipment pipeline products that the company is developing .,1,10398,1010398
"The company has a continuous need for alloys such as nickel , ferro-chrome , molybdenum and manganese in its production , said Talvivaara .",1,5274,1005274
"The program , which was started in the summer of 2007 , was originally estimated to last approximately two years .",1,9101,1009101
"Country : , Switzerland Sector : Pharmaceuticals Target : Synosia Therapeutics Holding AG Buyer : Biotie Therapies Corp Deal size in USD : 129.4 m Type : Corporate acquisition Financing : All-stock Status : Closed",1,4186,1004186
"Operating result , excluding one-off items , totaled EUR 9.1 mn compared to EUR 10.6 mn in continuing operations , excluding one-off items in 2004 .",0,5485,1005485
"Risto Jalo , chief executive of Dormus Print and also owner of the remainder of the company , will keep his position after the acquisition .",1,8371,1008371
"Goodwill and other intangible assets account for some 2.0 mln euro ( $ 2.6 mln ) of the purchase price , 20 pct of which payable in Aspo shares .",1,3108,1003108
"Incap , headquartered in Oulu , Finland , is a electronics contract manufacturer with some 750 employees in Finland , Estonia and India .",1,12899,1012899
"SRV will also build an aqua park with wellness area , a restaurant and a multifunctional ice arena .",1,12499,1012499
Olvi has posted a strong set of figures for the first six months of this year .,2,10707,1010707
The net sales of the whole fiscal year 2008 will be lower than in 2007 and operating profit is estimated to be negative .,0,9889,1009889
Demand was brisk as expected and order levels have remained high .,2,2813,1002813
"In the second quarter of 2010 , the group 's pretax loss narrowed to EUR 400,000 from EUR 600,000 .",2,328,1000328
"ISMS does not disclose its financial results , the daily said .",1,12908,1012908
"Most of the raw materials come from Europe and the US and are paid in euros or US dollars , while sales take place in rubles .",1,1676,1001676
"However , sales volumes in the food industry are expected to remain at relatively good levels in Finland and in Scandinavia , Atria said .",2,2946,1002946
Net cash flow from operations is expected to remain positive .,2,6396,1006396
"These new units will be built at Cargotec 's state of the art manufacturing facility in San Antonio , Texas , USA , which started operations in 2009 .",1,1845,1001845
"According to Nordic financial group Nordea 's analyst Sami Sarkamies , this makes Nokia 's portfolio competitive again .",2,2854,1002854
"Operating profit before non-recurring items was EUR 8.3 mn in the first nine months of 2008 , compared to EUR 8.4 in the corresponding period in 2007 .",0,5139,1005139
`` Demand for sports equipment was good in 2005 .,2,10858,1010858
This wood lacquered clock comes with a stripy hand-crocheted cover .,1,13887,1013887
"Pre-tax loss totaled EUR 0.3 mn , compared to a loss of EUR 2.2 mn in the first quarter of 2005 .",2,12108,1012108
"Glaston 's share GLA1V is listed on the NASDAQ OMX Helsinki , Mid Cap List .",1,12401,1012401
The bank sees a potential for Getinge share to rise .,2,314,1000314
"Honkarakenne also decided yesterday to sell 88,500 of its B series shares to key staff members for EUR2 .9 per share .",1,4246,1004246
"3G data subscribers are also helping to maintain these growth levels , since data-only subscriptions push for more multiple SIM ownership .",1,11421,1011421
"The Group 's business sectors are Building Construction , Infrastructure Construction , Technical Building Services , and Building Products .",1,13197,1013197
"The rewards to be paid on the basis of the earning period 2011 will correspond to the value of a maximum total of 364,000 Componenta Corporation shares including also the proportion to be paid in cash .",1,6682,1006682
"Takoma will carry out the transaction by acquiring the entire share capital of Moventas Parkano Oy , which runs the factory in Parkano , southern Finland .",1,10379,1010379
"He does not believe , however , that HKScan or Atria will start to use imported meat as Finnish consumers prefer domestic products .",1,10975,1010975
The annual net sales of the unit is some EUR 5 million and it currently employs some 55 people .,1,7665,1007665
Operating profit improved by 27 % to EUR 579.8 mn from EUR 457.2 mn in 2006 .,2,10708,1010708
"New Chairman of the Board of Directors , Mr Chaim Katzman , will give a presentation and answer questions .",1,9383,1009383
Market data and analytics are derived from primary and secondary research .,1,4311,1004311
"Once your plants are in the ground they will continue to grow , but the success of any garden lies in how well it 's maintained .",1,483,1000483
Sunrise Resources operates in Russian near-shore development markets through its wholly-owned Russian subsidiary and has 80 % of its personnel in Russia .,1,8398,1008398
The company also said that it will sell approximately 150 hectares of land to the city of Valkeakoski by the end of the year a part of its `` From job to job '' program .,1,13116,1013116
Stora Enso will receive a 19.9 pct equity interest in the combined company .,1,8964,1008964
3 January 2011 - Finnish flag carrier Finnair Oyj ( HEL : FIA1S ) said today it sealed a nine-year sale and leaseback agreement for its newest Airbus A330 aircraft for syndication into the Japanese operating lease market .,2,12001,1012001
Mr Kivimeister said John Deer former Timberjack stands to win in the situation : it controls around 60 % of Estonia 's forest machinery market .,2,6557,1006557
"CapMan , with offices in Helsinki , Stockholm , Copenhagen and Oslo , manages Nordic buyout , mezzanine , technology , life science and real estate funds with approximately EUR2 .6 bn in total capital .",1,1186,1001186
Amanda said that it had already made a USD5 .0 m investment commitment in Russia Partners II fund in July 2005 .,1,11107,1011107
He said he has been losing five families a month to the economy as many make alternative arrangements to save money .,0,9364,1009364
"According to Heikkil+ñ , more than just `` refreshment and energy '' will soon be found in soft drinks also in Finland .",1,4110,1004110
Nordea Group 's operating profit increased in 2010 by 18 percent year-on-year to 3.64 billion euros and total revenue by 3 percent to 9.33 billion euros .,2,5740,1005740
"Outotec is currently delivering a new oil shale processing plant for Eesti Energia in Estonia based on Enefit technology , which has been developed jointly by Eesti Energia and Outotec .",1,8342,1008342
"Enclosed is Affecto 's call for Extraordinary General Meeting to be held on July 10th where the main agenda is to approve the authorization to the Board for the proposed share issue related to the Component Software acquisition , and to elect Haakon Skaarer to the Affecto board .",1,7302,1007302
The robust growth was the result of the inclusion of clothing chain Lindex in the Group in December 2007 .,2,10531,1010531
Operating profit rose to EUR 4.7 mn from EUR 4.6 mn .,2,167,1000167
The acquisition of Kaupthing Sverige will bring a significant positive non-recurring addition to the group 's performance .,2,6498,1006498
"Handelsbanken ranked before Local Cooperative Banks and Aktia in customer loyalty this time too , however .",2,7003,1007003
Valga Lihatoostus markets its products under the Maks & Moorits trademark .,1,4069,1004069
"Pretax profit totalled EUR 2.0 mn , compared to a loss of EUR 159.2 mn in the fourth quarter of 2008 .",2,12109,1012109
"( ADP News ) - Finnish handling systems provider Cargotec Oyj ( HEL : CGCBV ) announced on Friday it won orders worth EUR 10 million ( USD 13.2 m ) to deliver linkspans to Jordan , Morocco and Ireland .",2,3426,1003426
The measures result from decreased demand in technical design and product information .,0,9730,1009730
The Extraordinary General Meeting is expected to take place no later than 18 February 2011 .,1,612,1000612
The Group 's revenue in 2008 amounted to EUR 94 million and the company currently employs approximately 730 people .,1,7582,1007582
The new activity will incur an investment of about 5 MEUR .,1,12588,1012588
"At the close , the OMX Helsinki 25 was 0.01 pct lower at 3,067.64 points and the OMX Helsinki was down 0.05 pct at 10,321.46 points on over 1.343 bln eur of turnover .",0,5520,1005520
You are warmly welcome !,1,3251,1003251
"Honkarakenne mainly exports large luxury log houses to Russia to be used as one-family houses or holiday homes ; 70 % of sales go to the Moscow region , about 20 % to the St Petersburg region , and the remainder to other locations .",1,3112,1003112
"Tulikivi manufactures heat-retaining , soapstone and ceramic fireplaces , as well as natural stone products and utility ceramics .",1,5078,1005078
Juha Haapakoski will continue as Editor-in-Chief with budget responsibility also with the new publisher .,1,6798,1006798
A total 30 % of the order value was booked in the fourth quarter of 2009 and the remainder will be booked in the second quarter of 2010 .,1,12671,1012671
"Last year , 8.3 million passengers flew the airline , down 4 percent from 2007 .",0,1878,1001878
Ponsse projects the forest machine markets to improve more than expected in 2010 from the previous year .,2,2826,1002826
"Currently it operates a fleet of eight carriers , as well as nine pushers and barges .",1,1621,1001621
"The process , technology , project management , basic engineering and quality assurance within Forest Industry will be consolidated in Vantaa , southern Finland .",1,7318,1007318
"These products include Personal Communications products such as mobile phones and their parts , Home Communications products such as set-top boxes and electronics for flat panel TVs as well as Communications Networks products such as base-stations , tower-top amplifiers , and microwave systems .",1,11373,1011373
"The financial impact is estimated to be an annual improvement of EUR2 .0 m in the division 's results , as of fiscal year 2008 .",2,10916,1010916
"Approximately SEK 166 million in repayments has been demanded for overcharging in the Stockholm area , with the remaining SEK 87 million taken from the Western coast , the inspectorate said .",1,12740,1012740
The solution will be installed in the USA to support the North American operations of the customer .,1,1818,1001818
"Key reasons to read this report : - Report contains only relevant information , leaving out excessive data .",1,11915,1011915
"Profit per share was EUR 1.03 , up from EUR 0.87 .",2,10295,1010295
"Beef imports fell slightly from 2006 , to 14mn kilos .",1,12766,1012766
"Besides , as there is no depositor preference in Finland , senior debt and deposits rank on a par , which is also taken into consideration , the agency added .",1,2247,1002247
The customers will have an access to integrated propeller and gear packages from one source .,1,3996,1003996
11 August 2010 - Finnish measuring equipment maker Vaisala Oyj HEL : VAIAS said today that its net loss widened to EUR4 .8 m in the first half of 2010 from EUR2 .3 m in the corresponding period a year earlier .,0,2769,1002769
"Acando AB ( ACANB SS ) fell 8.9 percent to 13.35 kronor , the lowest close since Dec. 11 .",0,1871,1001871
"More than 200 volunteers from Fiskars , the garden tool company , Home Depot ( NYSE : HD ) , the city of Baltimore and the neighborhood are working right now to create a garden sanctuary - in a single day .",2,11221,1011221
Sales by Seppala diminished by 6 per cent .,0,5651,1005651
"The share sale , to foreign and Finnish investors , is expected to raise some euro300 million ( US$ 380 million ) .",1,4590,1004590
Their offering also covers localisation services related to production transfer to the Finnish company 's customers that already have production in Asian market or have made the decision to transfer production there .,1,4059,1004059
"`` If you need malware removal tools , type the URL of your vendor of choice directly into the browser bar and use links on their website , '' wrote Trend Micro 's Rik Ferguson on Monday .",1,1133,1001133
"Finnish Kemira Group 's CEO , Lasse Kurkilahti , says the Group 's structural reorganisation will continue for at least a year .",1,12681,1012681
"Helsinki on October 22 , 2008 SSH COMMUNICATIONS SECURITY CORP Board of Directors For further information , please contact : Tomi Laamanen , Chairman , tel. +358 0 400 609 544 Distribution : NASDAQ OMX Helsinki Ltd. .",1,306,1000306
"( ADPnews ) - Dec 1 , 2009 - Finnish cutlery and hand tools maker Fiskars Oyj Abp ( HEL : FISAS ) said today that it will make redundant a total of 18 office and management staff members of its subsidiary Iittala Group Ltd. .",0,5253,1005253
We make available the following brand-new market analyses : Cement - UK Cement - Poland Cement - Belgium These analyses give a clear overview of the actual situation and future outlook of the cement industry in some European countries .,1,7142,1007142
EUR 152.4 mn of this was net interest income .,1,1630,1001630
"A total six of the polled analysts rated M-real -- two gave `` buy '' - `` accumulate '' , three gave `` hold '' and only one gave `` sell '' .",1,8739,1008739
"Proha Plc ( Euronext :7327 ) announced today ( 19 May ) that its fully-owned subsidiary , Safran Software Solutions AS , has agreed to sell its 49 % share of Safran North America LLC to a SNA Holding AS , an investment group based in Norway .",1,13027,1013027
Sanoma News ' advertising sales decreased by 22 % during the year .,0,14580,1014580
- UPM-Kymmene upgraded to ` in-line ' from ` underperform ' by Goldman Sachs .,2,10856,1010856
"Operating profit was EUR 139.7 mn , up 23 % from EUR 113.8 mn .",2,174,1000174
"Under the transaction agreement , Metsaliitto will purchase 24.7 % of Metsa-Botnia 's shares from UPM and 3 % from M-real .",1,1853,1001853
The full-function PC weighs 1.25 kilograms and measures slightly more than two centimeters thin .,1,13194,1013194
"Enclosed is Affecto 's call for Extraordinary General Meeting to be held on July 10th where the main agenda is to approve the authorization to the Board for the proposed share issue related to the Component Software acquisition , and to elect Haakon Skaarer to the Affecto board .",1,3496,1003496
"Operating profit totalled EUR 0.4 mn , up from an operating loss of EUR 0.8 mn year-on-year .",2,2786,1002786
Her work at NetApp included strategically repositioning the brand in the category and a major global relaunch .,1,1241,1001241
The serial bond is part of the plan to refinance the short-term credit facility .,1,13291,1013291
"Operating profit totalled EUR 5.8 mn , up from a loss of EUR 1.7 mn in the fourth quarter of 2009 .",2,6351,1006351
Stora Enso will receive a 19.9 pct equity interest in the combined company .,1,1714,1001714
Bluewin Security is available as a monthly subscription .,1,1183,1001183
"Jensen , Njastein and Mike Critch , the head of Dovre North America business unit , will report to Toivola .",1,7811,1007811
EPS grew to 0.04 eur from 0.02 eur .,2,2538,1002538
Finnlines has six ships under construction in China with deliveries scheduled between the first quarter of 2011 and the final quarter of 2012 .,1,7780,1007780
"The device offers multimedia performance along with a host of productivity applications , including live stock prices .",1,11564,1011564
"The contract covers turnkey deliveries to all five airports operated by the authority -- John F Kennedy , LaGuardia , Newark , Teterboro and Stewart International .",1,3990,1003990
"Also , Technopolis plans to build a 100 million euro technology park at the special economic zone Neudorf in St. Petersburg , the St. Petersburg government said in February .",1,6727,1006727
"Finnish telecoms software developer Tecnomen Oyj said on December 5 , 2006 it won a $ 3.3 mln ( 2.5 mln euro ) order to supply an expansion of the charging and messaging systems for the mobile and fixed networks of Brasil Telecom .",2,10523,1010523
Managing Director Timo Kohtam+ñki of Lemmink+ñinen Infra nevertheless points out the continued need for infrastructure construction in the Baltic markets .,1,5255,1005255
"The devices would be launched in the Chinese market in late 2006 , the company said .",1,1762,1001762
The employee negotiations are to address measures needed to adjust the operations to the present production situation .,1,1428,1001428
"The GeoSolutions technology will leverage Benefon 's GPS solutions by providing Location Based Search Technology , a Communities Platform , location relevant multimedia content and a new and powerful commercial model .",2,7178,1007178
"Compared with the FTSE 100 index , which rose 94.9 points ( or 1.6 % ) on the day , this was a relative price change of -0.4 % .",0,6104,1006104
"Biohit said that it will reduce the number of leased personnel by 10 , and lay off 10 of its own personnel .",0,13477,1013477
"There will be return flights from Stuttgart every morning , as well as evening departures on Thursdays , Fridays and Sundays .",1,8658,1008658
"All the ferries had run into trouble just outside the Stockholm archipelago , made up of more than 20,000 islands .",0,14322,1014322
Finnish Vacon has signed significant deals with Norwegian Scandinavian Electric Systems ( SES ) on the supply of AC drives .,2,12005,1012005
Salonen added that data shows producers ' pulp inventories in North America are declining . ',0,6331,1006331
"As with other stakeholders , COMPTEL has been involved in the workshops , meetings and filed comments on the issues of greatest importance to the competitive sector of our industry .",1,769,1000769
This release is not an offer of securities for sale into the United States or elsewhere .,1,4062,1004062
The Group 's revenue in 2008 amounted to EUR 94 million and the company currently employs approximately 730 people .,1,12164,1012164
"The previously concluded adaptation measures concerning the other personnel are adequate for the time being , Raute said .",2,14437,1014437
M-real 's sales are expected to have increased by 4 % year-on-year to EUR609m in the second quarter of 2010 .,2,7513,1007513
"F-Secure , a developer of security solutions as a service through Internet Service Providers and mobile operators , announced results from its annual Online Wellbeing Survey .",1,659,1000659
"A replay will be available until 27 October 2006 in the following numbers : US callers : +1 617-á801-á6888 , non-US callers : +44 20 7365 8427 , access code : 2659 5401 .",1,12298,1012298
"Based on strong customer interest and feedback , using RPM mobile phone manufacturers , operators , enterprises and developer forums can significantly increase their product and service quality , user-experience and cost-efficiency '' , Tulonen continues .",2,6261,1006261
Their names have not yet been released .,1,13343,1013343
"Since the registration of the shares subscribed in a directed share issue , the new number of Panostaja shares and voting rights is 41,733,110 .",1,8962,1008962
"If the employee leaves the company within the duration of the cover , the money invested to ensure commitment is returned to the company .",1,3292,1003292
"A maximum of 20 employees , who work in Karttakeskus and are responsible for producing Geographic Information Services , will be affected , the company added .",1,10946,1010946
"Comparable operating profit totaled EUR 4.7 mn , down from EUR 5.1 mn in the corresponding period in 2005 , representing 7.4 % of net sales .",0,2254,1002254
Terms of the acquisition were not disclosed .,1,13084,1013084
Pretax profit decreased by 37 % to EUR 193.1 mn from EUR 305.6 mn .,0,14639,1014639
"In January-June 2010 , diluted loss per share stood at EUR0 .3 versus EUR0 .1 in the first half of 2009 .",0,13996,1013996
HELSINKI AFX - Outokumpu said its technology unit has won a 28 mln eur contract from Bosnia-Herzegovina 's Aluminij dd Mostar to upgrade an anode plant .,2,7220,1007220
ND = Not disclosed .,1,12974,1012974
The identity of the buyer is not yet known .,1,4511,1004511
Operating profit fell from EUR 7.9 mn in the second quarter of 2005 to EUR 5.1 mn in the second quarter of 2006 .,0,14633,1014633
"`` Adjustment to the fall in price level , in contrast , has been less effective .",0,9643,1009643
"In 2006 the company 's net sales amounted to approximately EUR259m and it has some 8,000 employees .",1,7391,1007391
The firm builds components for mobile phones and other communications products .,1,1786,1001786
"According to the company , in addition to normal seasonal fluctuation the market situation has weakened during autumn 2008 .",0,2230,1002230
"Tiimari Latvian representative Ineta Zaharova said that the company earned LVL 122,000 in 2005 profit , which is 20 times more that in 2004 .",2,887,1000887
"Elcoteq 's Electronics Manufacturing Services ( EMS ) Business Segment serves customers globally in Engineering , Manufacturing and Fulfillment services .",1,6760,1006760
"`` Each year , personal entertainment plays a more significant role in determining whether a fitness facility 's workout experience is pleasurable or a chore , '' said Brian Wilson , director of marketing for Precor 's Entertainment & Services Division .",1,3524,1003524
"Incap Corporation Stock Exchange Announcement 29 April 2010 at 1 p.m. INVITATION TO A NEWS CONFERENCE ON INCAP 'S INTERIM REPORT Q1-2010 Incap will publish its interim report for January-March 2010 on Wednesday , 5 May 2010 .",1,982,1000982
"The recruitment is related to the relocation of Stora Enso 's research operations to Karlstad , central Sweden .",1,7984,1007984
The online ice chart shows no ice in the area of Estonia 's sea ports on the coast of the Gulf of Finland .,1,13237,1013237
"The cost of the deal could range from 70 million to 90 million euros depending on the financial results of the two companies in 2008 , the statement says .",1,7932,1007932
"The company is owned by the State of Finland and the European Aeronautic Defense and Space Company EADS N.V. Tekla is an international software company that provides solutions for building and construction , energy distribution and municipalities .",1,3344,1003344
The first of the two project phases is expected to be completed by the end of 2012 .,1,3196,1003196
"Uncertainties still exist , however .",1,8680,1008680
Finnish sports equipment maker Amer Sports Oyj ( HEL : AMEAS ) said today that its net loss narrowed to EUR 16.9 million ( USD 22.3 m ) in the second quarter of 2010 from EUR 23.2 million in the corresponding period a year earlier .,2,2728,1002728
"Operating profit , excluding non-recurring items , totalled EUR 2.2 mn , down from EUR 2.7 mn in the corresponding period in 2008 .",0,5390,1005390
"`` Over the years , the color orange has become synonymous with quality .",1,13415,1013415
"The Samsung Mobile Applications Store was launched in January 2009 by Samsung Mobile Innovator , a program which enables mobile software developers to create applications for use across Samsung mobile devices .",1,3371,1003371
Mr. Koistinen joins from Nokia Siemens Networks where he has held various senior sales management and business development positions since 1997 .,1,13620,1013620
The company 's equipment rental portfolio consists primarily of tools for small and mid-sized customers in the construction industry .,1,4454,1004454
The stock rose for a second day on Wednesday bringing its two-day rise to GBX12 .0 or 2.0 % .,2,204,1000204
Sales for the Department Store Division increased by 15 % and sales for the clothing store subsidiary Seppala increased by 8 % Meanwhile sales for Hobby Hall decreased by 12 % .,2,5770,1005770
The measures taken will cause one-time costs during the final part of 2006 .,1,12584,1012584
The EUR 0.7 million non-recurring expenses have been recorded for the third quarter .,1,6877,1006877
"Componenta is a metal sector company with international operations and production plants located in Finland , the Netherlands , Sweden and Turkey .",1,12360,1012360
"Professional and consumer applications include personal navigation , personal safety , field and workflow management , and asset tracking .",1,6654,1006654
"They are responsible for their own operations , customer relationships , and the development of these .",1,11601,1011601
Currently the quarterly applied surcharges differ significantly from the actual market prices .,1,14245,1014245
"`` Uncommonly weak snow conditions in nearly every market have affected our first quarter result , '' Chief Executive Roger Talermo said .",0,7367,1007367
The markets expect Heineken to sell Hartwall as a whole or in parts .,1,9075,1009075
It also turned to earnings per share ( EPS ) of EUR 0.08 versus loss per share of EUR 0.04 .,2,12067,1012067
"As such , the space has blond wood floors ( unlike the rest of the store ) and a notably Scandinavian vibe .",1,9899,1009899
"The operations to be sold include manufacturing units in Finland , France , Poland and Turkey , as well as sales units in Germany and Lithuania .",1,9084,1009084
"Wayne Greensmith , Fiskars Brands UK senior brand manager , said : `` We have launched this as we want to give something back to the community .",1,3392,1003392
"The inaugural speech will be given by Hannu Kyrolainen , Finland 's Ambassador to the Czech Republic .",1,7953,1007953
"Originally posted to the PCMag.com security blog , Security Watch .",1,4348,1004348
The net sales of the Power Plants business were EUR 710.3 million in 2005 .,1,1796,1001796
Rihko said the sale will enable the company to concentrate on its grain-based business .,1,13664,1013664
Both loans will be used to finance strategic investments such as shopping center redevelopment projects and refinancing of maturing debt .,2,10647,1010647
"The segments through which the company operates are Frozen Food business , Seafoods , Vegetable Oil business , Grain Trading and Other business operations .",1,13836,1013836
"The mall will be financed on a parity basis by Pearl Plaza LLC , the joint venture company established by the Chinese investor Shanghai Industrial Investment Holdings Co Ltd , and SRV Group .",1,7961,1007961
"`` As defences mature , attackers develop Trojans that are equipped with content filters to detect online banking activity for capturing account details using methods such as form grabbing , screen shots , video captures , keylogging and injection of form fields .",1,3254,1003254
"Tampere Science Parks is a Finnish company that owns , leases and builds office properties and it specialises in facilities for technology-oriented businesses .",1,4402,1004402
"In September alone , the market declined by 10.2 percent year-on-year to 19.28 million liters .",0,5632,1005632
"Return on investment was 5.0 % , compared to a negative 4.1 % in 2009 .",2,1923,1001923
The use of validation rule base enables verifying that processing rule bases managed by different administrators fulfil some set requirements .,1,13322,1013322
Why put up costly cell phone towers in thinly populated areas when a few balloons would do ?,1,5348,1005348
"In the second quarter of 2009 , net sales through operator business partners represented 47 % of the Group 's total net sales .",1,3560,1003560
Two of these contracts are for turntable anode vibrocompactors that will be delivered to Gansu Hualu Aluminum Co Ltd and another unnamed costumer .,1,8677,1008677
( The acquisition sum has not been disclosed . ),1,12952,1012952
Finnish communication electronics components supplier Scanfil Oyj Tuesday said sales in the first half of 2006 will be 15 % lower than during the same period a year ago .,0,13953,1013953
"Operating profit fell to EUR 35.4 mn from EUR 68.8 mn in 2007 , including vessel sales gain of EUR 12.3 mn .",0,14777,1014777
"During the past 10 years the factory has produced many of Nokia 's most popular models including the Nokia 2760 , the Nokia 6300 as well as Nokia 's latest music device the Nokia 5800 Express Music .",1,11144,1011144
The hull of the vessel was built one block at a time and Ruukki delivered the plate material for each block as construction progressed .,1,9888,1009888
GyPSii service supports ten different languages including Korean and Russian .,1,3866,1003866
"Proline Plus is available in both adjustable single and multichannel models and fixed volume single-channel models , in volume ranges from 0.1 micro litres to 10 ml .",1,1338,1001338
"An acquisition of TeliaSonera would be France Telecom 's biggest since its 2000 purchase of Orange plc for  27.8 billion ( $ 55.1 billion ) and would create the world 's fourth-largest telecom company behind AT&T Inc. , Verizon Communications Inc. and NTT Corp. of Japan .",1,12734,1012734
The company specialises in temporary electrification and heating at construction sites .,1,6869,1006869
Finnish business software group AffectoGenimap Oyj said its net profit halved to 1.2 mln euro ( $ 1.5 mln ) in the first nine months of 2006 from 2.2 mln euro ( $ 2.8 mln ) in the same period of 2005 .,0,14609,1014609
"Payment for acquired shares will be made in cash , and the price per share will be EUR 1 plus an administration fee .",1,4880,1004880
"After the split , the number of K shares will be 9 540 000 and the number of A shares 26 885 540 .",1,1928,1001928
"The Division also includes joint sales , marketing and controlling functions for these units .",1,4967,1004967
"Coca-Cola was the market leader of manufacturers with a market share of 36.9 % , down 2.2 % from the corresponding period in 2004-2005 .",0,14597,1014597
"EPS from continuing operations came in at 0.30 eur , up from 0.17 .",2,10122,1010122
"Price talk is in the mid-market swaps plus 105 bps area and the leads are Barclays , BNPP , UBS and CBA .",1,13023,1013023
6 October 2010 - Finnish paints and coatings company Tikkurila Oyj HEL : TIK1V announced today the launch of Tikkurila ProHouse method for protection of wooden surfaces via treatment with Ultra Pro waterborne products .,1,11422,1011422
"In Finland , OP-Pohjola 's staff union is boycotting the group 's insurance sales tasks because the company has refused to take the sale of insurance into account in determining wages .",0,14492,1014492
"Juha Jordan , chief engineer at Glaston , said one of the reasons for choosing Vacon as a global AC drives supplier is that it has service and support centres in the same countries where Glaston operates .",2,7506,1007506
Almost the entire office building will be occupied by Metso .,1,7727,1007727
"EPS for the quarter came in at 0.36 eur , up from 0.33 eur a year ago and ahead of forecast of 0.33 eur .",2,6024,1006024
The policy was also aimed at making the companies more profitable and competitive .,2,7229,1007229
Officials did not disclose the contract value .,1,7845,1007845
"Exel 's board of directors will propose a dividend of 0.2 euro $ 0.3 per share for 2006 at the annual general meeting on April 19 , 2007 .",1,1631,1001631
The passenger tunnel is expected to be put into operation in 2009 .,1,4552,1004552
"Finnish Sampo Bank , of Danish Danske Bank group , reports profit before taxes of EUR 152.3 mn in 2010 , up from EUR 32.7 mn in 2009 .",2,6324,1006324
"In Finland , Hamina Cargo Terminal , of Finnish Nurminen Logistics , has purchased a warehouse with ground lease rights in the Port of Hamina .",1,7703,1007703
"ALEXANDRIA , Va. , Oct. 23 -- Hans-Otto Scheck of Espoo , Finland , has developed a method of identifying remote radio units in a communication system .",1,12724,1012724
"Operating profit for the nine-month period decreased from EUR19 .9 m while net sales increased from EUR155 .7 m , as compared to the corresponding period in 2007 .",0,9691,1009691
"`` We have tailored our solutions to meet Solel 's technical requirements , and the result is both cost-effective manufacturing and highest-quality reflectors . ''",2,2927,1002927
The financial details of the transaction were not disclosed .,1,4491,1004491
"However , this increases signaling traffic which wastes network resources and allows fewer smartphones to connect .",0,9636,1009636
President and CEO Mika Vehvil+ñinen says the positive signs are first and foremost emerging outside Finland .,2,11691,1011691
"Kalnapilio-Tauro Grupe ( Kalnapilis-Tauras Group ) , which is owned by Denmark 's Royal Unibrew , raised its market share to 25.2 percent from 23.91 percent , as beer sales for the nine months jumped by 11.4 percent to 52.99 million liters .",2,6199,1006199
To raise consumer awareness and encourage people to recycle their old mobile devices Nokia runs regular recycling campaigns around the world .,1,7128,1007128
"As with other stakeholders , COMPTEL has been involved in the workshops , meetings and filed comments on the issues of greatest importance to the competitive sector of our industry .",1,11824,1011824
"Aldata Solution , a global company engaged in supplier to consumer business process optimization , has announced the details of its Dollars for Dinosaurs program .",1,1594,1001594
A paper mill in the central Maine town of Madison soon will have a new owner .,1,4097,1004097
"In Q2 of 2009 , profit before taxes amounted to EUR 13.6 mn , down from EUR 26.8 mn in Q2 of 2008 .",0,2754,1002754
"Vanhanen said the strike would be `` extremely damaging '' as some 1,300 participants and reporters begin to arrive in Finland for the one-day EU summit with Russian President Vladimir Putin in Lahti , about 100 kilometers ( 60 miles ) north of Helsinki .",0,14496,1014496
The order includes 48 ship cranes that will be delivered for 12 container feeders to be built at Wenchong shipyard in China .,1,13814,1013814
The production is to be liquidated before June 2009 and 325 employees loose their jobs .,0,5291,1005291
"Adjusted for changes in the Group structure , the Division 's net sales increased by 1.7 % .",2,10023,1010023
Finnish Bank of +àland will launch its long-term pension savings account at the beginning of June 2010 .,1,967,1000967
"However , the brokers ' ratings on the stock differ .",1,5321,1005321
The sale will lead to a pretax capital gain of EUR 22 million for the Finnish company in 2011 .,2,12175,1012175
There are no substitutes to AC drives .,1,13344,1013344
Asian traffic declined by 3.4 per cent .,0,12275,1012275
"Russia accounted for 9 % of the Lagardere magazine division 's revenue , or EUR 114.40 mn ( USD 148.11 mn ) in 2009 , the USA - for 18 % .",1,12117,1012117
Finnish-Swedish Stora Enso does not understand the decision issued by a federal judge in Brazil concerning Stora Enso 's associated pulp company Veracel .,0,14752,1014752
"The international electronic industry company Elcoteq has laid off tens of employees from its Tallinn facility ; contrary to earlier layoffs the company contracted the ranks of its office workers , the daily Postimees reported .",0,9936,1009936
The Group 's order portfolio decreased from EUR 42.9 mn in 9-2007 to EUR 33.3 mn in 2-2008 .,0,2179,1002179
